Cause,Type,Year,Data Redundancy, Total Deaths , Source , Page at Source , Source URL ,Teks,Teks2,Catatan
Hepatitis B,Bencana Non Alam dan Penyakit,2005,1, 5 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Hepatitis B di RI Thn 2005 :: 5,Hepatitis B Tahun 2005,
Hepatitis B,Bencana Non Alam dan Penyakit,2006,1, 7 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Hepatitis B di RI Thn 2006 :: 7,Hepatitis B Tahun 2006,
Hepatitis Klinis,Bencana Non Alam dan Penyakit,2004,1, 7 , Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.13,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Hepatitis Klinis di RI Thn 2004 :: 7,Hepatitis Klinis Tahun 2004,
Hepatitis Klinis,Bencana Non Alam dan Penyakit,2005,1, 8 , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 3.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Hepatitis Klinis di RI Thn 2005 :: 8,Hepatitis Klinis Tahun 2005,
Hepatitis Klinis,Bencana Non Alam dan Penyakit,2006,1, 5 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Hepatitis Klinis di RI Thn 2006 :: 5,Hepatitis Klinis Tahun 2006,
Hipertensi Esensial (Primer),Bencana Non Alam dan Penyakit,2009,1, 935 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Hipertensi Esensial (Primer) di RI Thn 2009 :: 935,Hipertensi Esensial (Primer) Tahun 2009,
Hipertensi Esensial (Primer),Bencana Non Alam dan Penyakit,2010,1, 955 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Hipertensi Esensial (Primer) di RI Thn 2010 :: 955,Hipertensi Esensial (Primer) Tahun 2010,
Hipoksia intrauterus dan asfiksia lahir,Bencana Non Alam dan Penyakit,2004,1," 1,297 ", Profil Kesehatan Indonesia Tahun 2004 ,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Hipoksia intrauterus dan asfiksia lahir di RI Thn 2004 :: 1297,Hipoksia intrauterus dan asfiksia lahir Tahun 2004,
Hipoksia intrauterus dan asfiksia lahir,Bencana Non Alam dan Penyakit,2005,1," 1,876 ", Profil Kesehatan Indonesia Tahun 2005 ,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Hipoksia intrauterus dan asfiksia lahir di RI Thn 2005 :: 1876,Hipoksia intrauterus dan asfiksia lahir Tahun 2005,
Hipoksia intrauterus dan asfiksia lahir,Bencana Non Alam dan Penyakit,2006,1," 1,792 ", Profil Kesehatan Indonesia Tahun 2006 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Hipoksia intrauterus dan asfiksia lahir di RI Thn 2006 :: 1792,Hipoksia intrauterus dan asfiksia lahir Tahun 2006,
Infeksi khusus lainnya pada masa perinatal,Bencana Non Alam dan Penyakit,2004,1, 137 , Profil Kesehatan Indonesia Tahun 2004 ,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Infeksi khusus lainnya pada masa perinatal di RI Thn 2004 :: 137,Infeksi khusus lainnya pada masa perinatal Tahun 2004,
Infeksi khusus lainnya pada masa perinatal,Bencana Non Alam dan Penyakit,2005,1, 138 , Profil Kesehatan Indonesia Tahun 2005 ,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Infeksi khusus lainnya pada masa perinatal di RI Thn 2005 :: 138,Infeksi khusus lainnya pada masa perinatal Tahun 2005,
Infeksi khusus lainnya pada masa perinatal,Bencana Non Alam dan Penyakit,2006,1, 117 , Profil Kesehatan Indonesia Tahun 2006 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Infeksi khusus lainnya pada masa perinatal di RI Thn 2006 :: 117,Infeksi khusus lainnya pada masa perinatal Tahun 2006,
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2004,1," 5,532 ", Profil Kesehatan Indonesia Tahun 2004 ,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Infeksi Saluran Napas Bagian Atas Akut Lainnya di RI Thn 2004 :: 5532,Infeksi Saluran Napas Bagian Atas Akut Lainnya Tahun 2004,
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2009,1, 162 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Infeksi Saluran Napas Bagian Atas Akut Lainnya di RI Thn 2009 :: 162,Infeksi Saluran Napas Bagian Atas Akut Lainnya Tahun 2009,
Infeksi Saluran Napas Bagian Atas Akut Lainnya,Bencana Non Alam dan Penyakit,2010,1, 589 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Infeksi Saluran Napas Bagian Atas Akut Lainnya di RI Thn 2010 :: 589,Infeksi Saluran Napas Bagian Atas Akut Lainnya Tahun 2010,
Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,Bencana Non Alam dan Penyakit,2004,1, 362 , Profil Kesehatan Indonesia Tahun 2004 ,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran di RI Thn 2004 :: 362,Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran Tahun 2004,
Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,Bencana Non Alam dan Penyakit,2005,1, 461 , Profil Kesehatan Indonesia Tahun 2005 ,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran di RI Thn 2005 :: 461,Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran Tahun 2005,
Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran,Bencana Non Alam dan Penyakit,2006,1, 548 , Profil Kesehatan Indonesia Tahun 2006 ,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran di RI Thn 2006 :: 548,Janin dan bayi baru lahir yang dipengaruhi oleh faktor dan penyulit kehamilan persalinan dan kelahiran Tahun 2006,
Kebakaran,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2005 :: 0,Kebakaran Tahun 2005,
Kebakaran,Bencana Non Alam dan Penyakit,2009,1, 2 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2009 :: 2,Kebakaran Tahun 2009,
Kebakaran,Bencana Non Alam dan Penyakit,2010,1, 29 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2010 :: 29,Kebakaran Tahun 2010,
Kebakaran,Bencana Non Alam dan Penyakit,2012,1, 88 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2012 :: 88,Kebakaran Tahun 2012,
Kebakaran,Bencana Non Alam dan Penyakit,2015,1, 62 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2015 :: 62,Kebakaran Tahun 2015,
Kebakaran,Bencana Non Alam dan Penyakit,2016,1, 42 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2016 :: 42,Kebakaran Tahun 2016,
Kebakaran,Bencana Non Alam dan Penyakit,2017,1, 1 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2017 :: 1,Kebakaran Tahun 2017,
Kebakaran,Bencana Non Alam dan Penyakit,2018,1, 15 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2018 :: 15,Kebakaran Tahun 2018,
Kebakaran,Bencana Non Alam dan Penyakit,2019,1, 3 , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2019 :: 3,Kebakaran Tahun 2019,
Kebakaran,Bencana Non Alam dan Penyakit,2020,1, 6 , Profil Kesehatan Indonesia Tahun 2020 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Kebakaran di RI Thn 2020 :: 6,Kebakaran Tahun 2020,
Kebakaran (Pemukiman),Bencana Non Alam dan Penyakit,2011,1, 6 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Kebakaran (Pemukiman) di RI Thn 2011 :: 6,Kebakaran (Pemukiman) Tahun 2011,
Kebakaran Hutan dan Lahan,Bencana Alam,2015,1, 22 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Kebakaran Hutan dan Lahan di RI Thn 2015 :: 22,Kebakaran Hutan dan Lahan Tahun 2015,
Kebakaran Hutan dan Lahan,Bencana Alam,2016,1, -   , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Kebakaran Hutan dan Lahan di RI Thn 2016 :: 0,Kebakaran Hutan dan Lahan Tahun 2016,
Kebakaran Hutan dan Lahan,Bencana Alam,2017,1, -   , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Kebakaran Hutan dan Lahan di RI Thn 2017 :: 0,Kebakaran Hutan dan Lahan Tahun 2017,
Kebakaran Hutan dan Lahan,Bencana Alam,2019,1, -   , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Kebakaran Hutan dan Lahan di RI Thn 2019 :: 0,Kebakaran Hutan dan Lahan Tahun 2019,
Kebakaran Hutan dan Lahan,Bencana Non Alam dan Penyakit,2020,1, -   , Profil Kesehatan Indonesia Tahun 2020 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Kebakaran Hutan dan Lahan di RI Thn 2020 :: 0,Kebakaran Hutan dan Lahan Tahun 2020,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2008,1, 11 , Profil Kesehatan Indonesia Tahun 2008 ,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2008 :: 11,Kecelakaan Industri Tahun 2008,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2009,1, 33 , Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2009 :: 33,Kecelakaan Industri Tahun 2009,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2010,1, 8 , Profil Kesehatan Indonesia Tahun 2010 ,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2010 :: 8,Kecelakaan Industri Tahun 2010,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2011,1, -   , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2011 :: 0,Kecelakaan Industri Tahun 2011,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2015,1, -   , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2015 :: 0,Kecelakaan Industri Tahun 2015,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2016,1, 1 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2016 :: 1,Kecelakaan Industri Tahun 2016,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2017,1, -   , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2017 :: 0,Kecelakaan Industri Tahun 2017,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2018,1, 22 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2018 :: 22,Kecelakaan Industri Tahun 2018,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2019,1, -   , Profil Kesehatan Indonesia Tahun 2019 ,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2019 :: 0,Kecelakaan Industri Tahun 2019,
Kecelakaan Industri,Bencana Non Alam dan Penyakit,2020,1, -   , Profil Kesehatan Indonesia Tahun 2020 ,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Industri di RI Thn 2020 :: 0,Kecelakaan Industri Tahun 2020,
Kecelakaan kerja,Bencana Non Alam dan Penyakit,2006,1," 1,784 ", Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 3.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Kecelakaan kerja di RI Thn 2006 :: 1784,Kecelakaan kerja Tahun 2006,
Kecelakaan kerja,Bencana Non Alam dan Penyakit,2007,1," 1,883 ", Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Kecelakaan kerja di RI Thn 2007 :: 1883,Kecelakaan kerja Tahun 2007,
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2004,1," 11,204 ", Profil Kesehatan Indonesia Tahun 2004 ,Lampiran 3.19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Lalu Lintas di RI Thn 2004 :: 11204,Kecelakaan Lalu Lintas Tahun 2004,
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2005,1, -   , Profil Kesehatan Indonesia Tahun 2005 ,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Lalu Lintas di RI Thn 2005 :: 0,Kecelakaan Lalu Lintas Tahun 2005,
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2009,1," 18,448 ", Profil Kesehatan Indonesia Tahun 2009 ,Lampiran 3.35,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Lalu Lintas di RI Thn 2009 :: 18448,Kecelakaan Lalu Lintas Tahun 2009,
Kecelakaan Lalu Lintas,Bencana Non Alam dan Penyakit,2010,1," 29,952 ", Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.41,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Lalu Lintas di RI Thn 2010 :: 29952,Kecelakaan Lalu Lintas Tahun 2010,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2006,1, 129 , Profil Kesehatan Indonesia Tahun 2006 ,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2006 :: 129,Kecelakaan Transportasi Tahun 2006,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2007,1, 65 , Profil Kesehatan Indonesia Tahun 2007 ,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2007 :: 65,Kecelakaan Transportasi Tahun 2007,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2011,1, 324 , Profil Kesehatan Indonesia Tahun 2011 ,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2011 :: 324,Kecelakaan Transportasi Tahun 2011,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2012,1, 314 , Profil Kesehatan Indonesia Tahun 2012 ,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2012 :: 314,Kecelakaan Transportasi Tahun 2012,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2015,1, 475 , Profil Kesehatan Indonesia Tahun 2015 ,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2015 :: 475,Kecelakaan Transportasi Tahun 2015,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2016,1, 252 , Profil Kesehatan Indonesia Tahun 2016 ,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2016 :: 252,Kecelakaan Transportasi Tahun 2016,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2017,1, 14 , Profil Kesehatan Indonesia Tahun 2017 ,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2017 :: 14,Kecelakaan Transportasi Tahun 2017,
Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2018,1, 246 , Profil Kesehatan Indonesia Tahun 2018 ,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Jumlah Korban Jiwa Akibat Kecelakaan Transportasi di RI Thn 2018 :: 246,Kecelakaan Transportasi Tahun 2018,
